State Code,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,24,100,0.375,2,14,3
12,24,100,3.583333,21,13,30
12,24,100,1.166667,5,11,7
12,24,100,2.625,26,13,37
12,24,100,1.375,3,13,4
12,23,96,1.608696,5,23,7
12,24,100,1.958333,13,3,19
12,24,100,3.625,18,16,26
12,24,100,0.291667,1,0,1
12,24,100,0.375,2,19,3
12,24,100,2.708333,6,1,9
12,23,96,0.73913,2,9,3
12,24,100,0.916667,5,19,7
12,24,100,0.583333,2,22,3
12,24,100,1.5,2,0,3
12,8,100,1.125,3,20,
12,8,100,1.025,3,14,
12,8,100,1.975,4.6,11,
12,8,100,1.425,3.3,11,
12,7,88,0.714286,2,11,
12,7,88,0.842857,2,23,
12,8,100,2.4,5.6,8,
12,6,75,0.983333,2.6,17,
12,8,100,0.9875,3,11,
12,8,100,0.3625,1.3,11,
12,8,100,1.6375,4,11,
12,8,100,1.2625,5,17,
12,7,88,0.7,3.3,17,
12,8,100,2.325,11,14,
12,8,100,1.225,4.6,17,
12,8,100,2.2,6,17,
12,8,100,1.725,4.6,11,
12,8,100,1.775,8.3,17,
12,8,100,1.6625,5.3,11,
12,8,100,5.025,9.6,14,
12,8,100,2.675,9.3,17,
12,7,88,1.5,4,17,
12,8,100,2.4625,10,17,
12,8,100,0.65,2,17,
12,8,100,1.5125,7.6,11,
12,8,100,1.8875,5,11,
12,7,88,3.557143,22,17,
12,8,100,2.975,7,17,
12,7,88,2.928571,6.6,20,
12,8,100,1.875,3.6,11,
12,8,100,0.2,1.3,14,
12,8,100,0,0,2,
12,8,100,16.275,55.6,23,
12,7,88,2.228571,7.3,2,
12,8,100,0.125,1,17,
12,8,100,0.1625,1,11,
12,8,100,0.3875,1.6,11,
12,8,100,3.1125,8,5,
12,8,100,1.35,2.6,8,
12,8,100,0.8875,2.6,17,
12,8,100,2.2625,7,11,
12,7,88,1.542857,4.3,11,
12,8,100,0.4375,1.6,14,
12,8,100,0.4,1.6,17,
12,8,100,1.3125,7.6,11,
12,8,100,0.2375,1,14,
12,8,100,1.9875,4,17,
12,7,88,1.085714,1.6,11,
12,8,100,8.8625,23,14,
12,8,100,1.85,5,17,
12,8,100,5.9125,17.6,11,
12,8,100,1.1125,2,11,
12,8,100,5.2,18,17,
12,8,100,1.8,7,14,
12,8,100,0.325,1,11,
12,8,100,1.2875,8,14,
12,7,88,2.557143,9,11,
12,8,100,1.475,2.3,2,
12,8,100,1.45,3,14,
12,8,100,0.9125,1,2,
12,7,88,1.571429,2.6,11,
12,8,100,0.8,2.3,11,
12,8,100,0.85,2,20,
12,8,100,1.225,2.3,14,
12,8,100,1.175,3.6,11,
12,8,100,0.4125,1,14,
12,8,100,0,0,2,
12,8,100,3.3,17,17,
12,6,75,2.083333,6.3,11,
12,8,100,3.175,8.6,11,
12,8,100,5.6125,30.3,14,
12,8,100,1.9,6,17,
12,8,100,1.225,5.3,17,
12,8,100,1.0875,1.6,17,
12,7,88,0.885714,1.6,11,
12,8,100,0.075,0.3,14,
12,8,100,0.6,2.3,17,
12,8,100,0.7,3,14,
12,8,100,1.1875,3.3,17,
12,8,100,0,0,2,
12,8,100,0.3625,1.6,11,
12,8,100,1.4875,3,17,
12,7,88,0.171429,0.6,8,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.9875,5.6,14,
12,8,100,0.525,2,17,
12,7,88,0.557143,2.6,11,
12,8,100,0.6125,3,11,
12,8,100,3.4875,16.3,11,
12,8,100,1.0625,3,8,
12,8,100,3.2625,15,11,
12,8,100,0.4875,1,11,
12,8,100,12.4,51,14,
12,7,88,0.842857,3.3,17,
12,8,100,0.525,2,11,
12,8,100,0,0,2,
12,8,100,1.5,8,11,
12,8,100,1.3125,5.3,14,
12,8,100,0.275,1.6,14,
12,8,100,0.075,0.3,11,
12,7,88,0,0,2,
12,8,100,3.1875,10.3,5,
12,8,100,4.425,23,17,
12,8,100,0.7625,4,17,
12,8,100,0.075,0.3,11,
12,8,100,0.075,0.3,17,
12,7,88,0.285714,2,17,
12,8,100,2.1875,12.6,17,
12,8,100,0.9,3.3,14,
12,8,100,0.85,2.6,14,
12,8,100,1.825,6,17,
12,8,100,1.425,4.6,14,
12,8,100,0.375,2,11,
12,7,88,0.185714,1,17,
12,7,88,1.928571,7.3,11,
12,8,100,0.25,1,11,
12,8,100,0.325,1,2,
12,8,100,0.25,1,14,
12,8,100,0.625,2,11,
12,8,100,0,0,2,
12,7,88,0.042857,0.3,23,
12,8,100,0.925,1.6,8,
12,8,100,0.9375,4.3,17,
12,8,100,2.425,6.6,17,
12,8,100,3.4,11.3,17,
12,8,100,1.65,5,11,
12,8,100,0.9375,4.6,14,
12,7,88,3.642857,17,17,
12,8,100,0.925,1.6,8,
12,8,100,0.8125,1.6,2,
12,8,100,0.3625,1,11,
12,8,100,0.0375,0.3,8,
12,8,100,1.7375,11.6,17,
12,8,100,0.0375,0.3,20,
12,7,88,0.185714,1.3,17,
12,8,100,0.1625,1,17,
12,8,100,1.0375,4,14,
12,8,100,1.7,6,17,
12,8,100,2.525,10.6,14,
12,8,100,1.1125,3,11,
12,8,100,1.325,4,11,
12,7,88,1.6,3.6,20,
12,8,100,7.55,40.6,14,
12,8,100,3.5125,17.6,17,
12,8,100,0.525,1.3,11,
12,8,100,0.4875,1,11,
12,8,100,0.275,1,14,
12,8,100,0.4125,1,14,
12,8,100,0.25,1,11,
12,8,100,0.3625,1,14,
12,7,88,0.228571,1,14,
12,8,100,0.5,1,11,
12,8,100,4.125,26.6,17,
12,8,100,0.3125,1,11,
12,8,100,0.7875,3,17,
12,7,88,2.257143,10.3,11,
12,8,100,3.1125,15,14,
12,8,100,1.45,7,17,
12,8,100,0.45,1.3,11,
12,8,100,0.7375,2.6,11,
12,8,100,0.3625,1.3,14,
12,8,100,0.2875,1.3,14,
12,7,88,0.185714,1,11,
12,8,100,0.6875,2.3,11,
12,8,100,1.225,3.6,20,
12,8,100,0.1125,0.6,17,
12,8,100,0.6875,1.6,17,
12,8,100,1.175,3.6,11,
12,8,100,0,0,2,
12,8,100,0.2,1,14,
12,7,88,0.185714,1,17,
12,8,100,0.4875,1.3,17,
12,8,100,1.0125,3.6,14,
12,8,100,0.9375,2,8,
12,8,100,0.65,2,8,
12,8,100,1.2375,4,14,
12,8,100,1.8125,6,14,
12,7,88,1.942857,11.3,14,
12,8,100,0.975,3.6,17,
12,8,100,1.7625,4.6,14,
12,8,100,0.6375,2.3,14,
12,8,100,5.85,28.3,14,
12,8,100,2.975,7.6,14,
12,8,100,6.1875,30.3,14,
12,7,88,5.828571,32.6,17,
12,8,100,0.9875,3,2,
12,8,100,0.6875,1.3,14,
12,8,100,5.4625,28.3,17,
12,8,100,3,7.6,14,
12,8,100,6.5125,24.6,14,
12,8,100,3.3125,11.6,17,
12,8,100,0.65,2,14,
12,7,88,0.214286,0.6,11,
12,8,100,0.1875,0.6,14,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,7,88,0,0,2,
12,8,100,0.1625,1.3,14,
12,8,100,0.95,6,17,
12,8,100,0.9375,3.3,17,
12,8,100,4.725,25.3,14,
12,8,100,0.975,3.6,14,
12,8,100,0.6875,2.6,17,
12,8,100,1.0625,5,11,
12,7,88,0.228571,1,17,
12,8,100,0.9125,6.3,17,
12,8,100,0.075,0.6,17,
12,8,100,0.0375,0.3,17,
12,8,100,9.1875,34,17,
12,8,100,0,0,2,
12,7,88,0.085714,0.6,11,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,20,
12,8,100,0.0375,0.3,17,
12,8,100,1.2375,6,14,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.4,1.6,14,
12,7,88,1.328571,6,11,
12,8,100,0.7375,2,11,
12,8,100,0.3625,1.6,2,
12,8,100,0.075,0.6,23,
12,8,100,0,0,2,
12,8,100,0.6125,2.3,17,
12,7,88,0.928571,4,11,
12,8,100,1.4875,4,14,
12,8,100,3.225,17.3,14,
12,8,100,2.35,9,14,
12,8,100,1.15,2,11,
12,8,100,0.3625,1,11,
12,8,100,6.75,38.3,14,
12,7,88,1.6,5.6,11,
12,8,100,1.2375,9.3,14,
12,8,100,1.15,5.6,17,
12,8,100,0.5625,2.6,11,
12,8,100,4.8125,27.6,14,
12,8,100,1.3625,4,11,
12,8,100,0.2375,1,14,
12,8,100,0.2,1,14,
12,7,88,1.742857,6.3,17,
12,8,100,1.65,5.6,17,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,17,
12,8,100,0,0,2,
12,7,88,0,0,5,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0.1625,1.3,14,
12,8,100,0.3625,1,14,
12,8,100,0.2375,1,23,
12,8,100,0,0,2,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0.45,2,23,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,1.4,7.3,17,
12,8,100,0,0,2,
12,6,75,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,4,50,0,0,2,
12,2,25,0,0,20,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0.6875,4.6,17,
12,8,100,0.95,4.3,11,
12,8,100,0.9375,3.3,14,
12,8,100,1.825,7,17,
12,8,100,3.65,16.3,11,
12,7,88,0.271429,1,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.125,1,11,
12,8,100,0.1625,1,5,
12,7,88,1.128571,3.3,11,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,4.9,17,17,
12,8,100,1.5625,6.3,14,
12,8,100,1.275,5.6,14,
12,8,100,1.525,7,11,
12,7,88,0.785714,3,11,
12,8,100,0.1875,0.6,11,
12,8,100,1.1875,4.6,14,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.2375,1.6,14,
12,7,88,0.042857,0.3,17,
12,8,100,0,0,2,
12,8,100,0.4875,3.3,17,
12,8,100,1.2875,6,17,
12,8,100,1.0625,4,17,
12,8,100,0.775,2,14,
12,8,100,0.6375,3.6,11,
12,8,100,0.8875,1.6,17,
12,7,88,2.8,9.3,11,
12,8,100,3.6375,12.3,11,
12,8,100,1.175,4.6,11,
12,8,100,3.35,14.3,14,
12,8,100,2.025,5.3,20,
12,8,100,3.55,14.3,14,
12,8,100,1.025,3,17,
12,7,88,0.142857,1,11,
12,8,100,0.1625,1,23,
12,8,100,0.7125,2.6,17,
12,8,100,1.2375,4,11,
12,8,100,0.4,2.6,14,
12,8,100,0,0,2,
12,7,88,0.042857,0.3,23,
12,8,100,0,0,2,
12,8,100,0.8,2.6,17,
12,8,100,0.95,4,14,
12,8,100,2.5125,15.6,11,
12,8,100,1.1,4.6,14,
12,8,100,1.1875,4.3,14,
12,8,100,2.0625,12,11,
12,7,88,0.857143,6,11,
12,8,100,0.45,1,8,
12,8,100,0.9375,4.3,14,
12,8,100,1.1125,3,2,
12,8,100,0.775,3.6,11,
12,8,100,1.1125,3.3,14,
12,8,100,0.2,1,17,
12,6,75,0.166667,1,17,
12,7,88,0.285714,1,11,
12,8,100,2.5375,12,17,
12,8,100,5.2875,12.3,17,
12,8,100,1.55,3.6,14,
12,8,100,0.5375,1.3,11,
12,8,100,1.6,4,14,
12,7,88,0.228571,1,17,
12,8,100,0.325,1.3,17,
12,8,100,0.45,1.6,11,
12,8,100,0.4,1,17,
12,8,100,2.925,7.3,20,
12,8,100,6.0125,15,11,
12,8,100,0.6125,1.6,14,
12,8,100,4.55,13.6,11,
12,7,88,1.685714,2,2,
12,8,100,1.1875,2.6,11,
12,8,100,0.3625,1.3,17,
12,8,100,3.575,16,14,
12,8,100,1.15,3.3,14,
12,8,100,2.5875,12.6,14,
12,8,100,1.3375,2.6,14,
12,7,88,1.557143,3,23,
12,8,100,1.9375,6,5,
12,8,100,3.6125,15,17,
12,8,100,0.2875,1,2,
12,8,100,0.3625,1.6,23,
12,8,100,2.6625,4.6,11,
12,7,88,0.685714,2,11,
12,8,100,0.9,4,20,
12,8,100,0.575,1.3,23,
12,8,100,1.4875,2,2,
12,24,100,2.916667,6,2,9
12,24,100,3.791667,10,8,14
12,24,100,3.208333,8,9,11
12,24,100,3.416667,6,11,9
12,24,100,4.25,10,18,14
12,24,100,4.458333,17,11,24
12,22,92,3.727273,9,9,13
12,24,100,3.916667,11,9,16
12,24,100,3.125,12,23,17
12,24,100,2.708333,9,0,13
12,24,100,3.625,8,10,11
12,24,100,4.875,10,11,14
12,24,100,5.416667,19,13,27
12,24,100,4.458333,12,11,17
12,24,100,3.708333,6,10,9
12,24,100,3.666667,7,12,10
12,24,100,4.166667,11,10,16
12,24,100,5,17,21,24
12,24,100,4,18,10,26
12,24,100,4.625,8,13,11
12,24,100,5.583333,14,13,20
12,24,100,5.5,11,1,16
12,24,100,4.125,7,6,10
12,24,100,5.208333,16,17,23
12,24,100,3.041667,9,8,13
12,24,100,3.625,12,5,17
12,24,100,3.375,17,5,24
12,24,100,3.875,9,5,13
12,24,100,3.625,9,10,13
12,24,100,4.583333,21,10,30
12,24,100,3,6,23,9
12,24,100,3.625,9,3,13
12,24,100,3.5,8,14,11
12,24,100,3.333333,6,15,9
12,24,100,4.541667,17,10,24
12,24,100,3.666667,12,0,17
12,24,100,3.416667,8,17,11
12,24,100,2.291667,7,2,10
12,24,100,3.25,7,18,10
12,24,100,5.083333,20,17,29
12,24,100,4.291667,12,9,17
12,24,100,4.375,18,20,26
12,24,100,5.333333,17,21,24
12,24,100,4.875,11,0,16
12,24,100,3.708333,7,7,10
12,24,100,3.041667,11,8,16
12,24,100,3.875,7,13,10
12,24,100,4.166667,20,10,29
12,24,100,4.625,8,22,11
12,24,100,6.25,19,14,27
12,24,100,6.5,12,10,17
12,24,100,4.041667,10,9,14
12,24,100,2.833333,4,9,6
12,24,100,3.833333,10,18,14
12,24,100,2.291667,3,9,4
12,24,100,3.875,9,16,13
12,24,100,3.333333,10,6,14
12,24,100,2.75,5,19,7
12,24,100,2.958333,4,10,6
12,24,100,3.583333,12,9,17
12,24,100,4.333333,13,20,19
12,24,100,2.791667,5,9,7
12,23,96,2.73913,4,8,6
12,24,100,3.458333,10,20,14
12,24,100,3.541667,9,0,13
12,24,100,2.708333,5,10,7
12,24,100,5.875,27,8,39
12,24,100,3.083333,6,7,9
12,24,100,5.083333,16,12,23
12,24,100,4.875,31,1,44
12,24,100,3.666667,9,10,13
12,24,100,5.958333,15,9,21
12,24,100,4.333333,19,9,27
12,24,100,3.5,12,4,17
12,24,100,3.333333,21,12,30
12,24,100,2.958333,7,14,10
12,24,100,2.791667,5,15,7
12,24,100,3.083333,4,0,6
12,24,100,4,11,11,16
12,24,100,2.708333,15,22,21
12,24,100,3.291667,9,9,13
12,24,100,3,4,8,6
12,24,100,2.916667,4,14,6
12,24,100,2.916667,6,8,9
12,24,100,4,10,23,14
12,24,100,2.958333,10,22,14
12,24,100,4.708333,14,8,20
12,24,100,3.208333,13,8,19
12,24,100,2.291667,5,21,7
12,24,100,3.791667,9,12,13
12,24,100,5.166667,47,21,65
12,24,100,3.166667,7,16,10
12,24,100,3.25,5,8,7
12,24,100,4,7,8,10
12,23,96,3.217391,5,7,7
12,24,100,3.833333,10,18,14
12,24,100,4.25,12,8,17
12,15,63,5.4,17,21,24
12,24,100,3.333333,12,11,17
12,24,100,4.166667,20,19,29
12,24,100,3.166667,7,18,10
12,24,100,3.791667,12,9,17
12,24,100,4.916667,31,16,44
12,24,100,3.625,19,5,27
12,24,100,2.5,4,9,6
12,24,100,3.125,5,0,7
12,24,100,3.541667,10,9,14
12,24,100,2.333333,7,7,10
12,24,100,2.833333,11,7,16
12,24,100,2.5,6,1,9
12,24,100,3.333333,6,8,9
12,24,100,3.916667,9,0,13
12,24,100,4.125,14,7,20
12,24,100,3.375,5,1,7
12,24,100,3.583333,10,8,14
12,24,100,2.916667,8,1,11
12,24,100,3.916667,9,19,13
12,24,100,4.583333,25,3,36
12,24,100,3.75,27,8,39
12,24,100,2.833333,7,1,10
12,24,100,3.166667,8,16,11
12,24,100,5.708333,23,6,33
12,24,100,5.625,24,9,34
12,24,100,2.833333,10,13,14
12,24,100,3.458333,7,22,10
12,24,100,2.916667,5,21,7
12,24,100,4.291667,17,9,24
12,24,100,3.25,9,20,13
12,24,100,4.083333,14,20,20
12,24,100,2.833333,7,22,10
12,24,100,3.125,8,7,11
12,24,100,3.875,15,7,21
12,24,100,3.708333,12,23,17
12,24,100,3.791667,11,7,16
12,24,100,2.208333,4,10,6
12,24,100,2.958333,6,17,9
12,24,100,2.791667,8,7,11
12,24,100,2.875,10,8,14
12,24,100,2.625,5,9,7
12,24,100,2.916667,7,8,10
12,24,100,3.75,11,7,16
12,24,100,3.375,9,21,13
12,24,100,3.375,7,8,10
12,24,100,3.166667,11,20,16
12,24,100,3.833333,9,8,13
12,24,100,4.041667,8,0,11
12,24,100,5.791667,38,8,54
12,20,83,4.85,15,11,21
12,24,100,4.083333,9,8,13
12,24,100,4.25,17,8,24
12,24,100,5.708333,20,10,29
12,24,100,3.916667,19,8,27
12,24,100,7.125,37,8,52
12,24,100,3.75,8,22,11
12,21,88,4.142857,9,18,13
12,24,100,5.166667,28,9,40
12,24,100,5,20,16,29
12,24,100,5.75,24,8,34
12,17,71,5.058824,9,2,13
12,12,50,3.25,5,16,7
12,24,100,4.041667,19,7,27
12,24,100,3.916667,9,0,13
12,24,100,4.208333,26,19,37
12,24,100,11.708333,96,8,110
12,24,100,3.833333,11,7,16
12,24,100,4.083333,14,6,20
12,24,100,4.041667,13,20,19
12,24,100,3.458333,6,8,9
12,24,100,4.458333,34,22,49
12,24,100,4.625,11,8,16
12,24,100,5.291667,16,9,23
12,23,96,5.565217,22,9,31
12,24,100,4.25,12,13,17
12,23,96,4.347826,20,22,29
12,23,96,4.913043,16,10,23
12,24,100,4,13,18,19
12,24,100,3.75,9,7,13
12,24,100,5.541667,29,21,41
12,24,100,4.5,8,1,11
12,24,100,5.625,17,11,24
12,24,100,3.375,10,7,14
12,24,100,3.666667,9,9,13
12,24,100,4.458333,17,8,24
12,24,100,4.166667,10,13,14
12,24,100,6.166667,46,15,64
12,24,100,4.041667,9,10,13
12,24,100,7.125,23,15,33
12,24,100,8.958333,90,8,107
12,22,92,8.227273,73,8,97
12,24,100,5.208333,33,9,47
12,24,100,3.625,9,0,13
12,24,100,4.916667,20,10,29
12,24,100,4.125,19,17,27
12,23,96,5.173913,18,7,26
12,23,96,5.434783,23,7,33
12,23,96,4.869565,23,11,33
12,24,100,15.625,84,3,105
12,24,100,7.375,28,10,40
12,24,100,4.166667,10,0,14
12,24,100,3.916667,10,23,14
12,24,100,6.583333,24,19,34
12,24,100,3.541667,11,17,16
12,24,100,4.375,13,11,19
12,24,100,3.5,11,21,16
12,24,100,3.916667,10,8,14
12,24,100,3.916667,10,12,14
12,24,100,3.625,10,8,14
12,24,100,5.25,17,17,24
12,24,100,6.708333,53,7,72
12,23,96,8.521739,78,8,102
12,23,96,4.086957,10,8,14
12,24,100,2.916667,9,8,13
12,24,100,5.833333,14,8,20
12,24,100,8.416667,37,20,52
12,24,100,14.083333,34,6,49
12,24,100,9.916667,37,6,52
12,24,100,8.708333,21,4,30
12,24,100,5.666667,33,23,47
12,24,100,3.666667,15,4,21
12,24,100,2.958333,4,1,6
12,24,100,5.041667,17,12,24
12,24,100,8.333333,35,17,50
12,24,100,7.458333,44,8,61
12,24,100,4.541667,26,13,37
12,24,100,6.416667,22,14,31
12,20,83,2.65,5,23,7
12,24,100,2.458333,3,0,4
12,24,100,3.083333,9,7,13
12,24,100,3.833333,7,7,10
12,23,96,3.782609,10,20,14
12,24,100,6.708333,27,8,39
12,24,100,4.375,17,9,24
12,24,100,4.375,9,23,13
12,24,100,8.25,53,8,72
12,24,100,6.625,36,10,51
12,24,100,6.625,33,8,47
12,24,100,4.125,22,8,31
12,24,100,5.25,32,8,46
12,24,100,4.625,10,14,14
12,24,100,4.791667,23,9,33
12,24,100,3.833333,7,7,10
12,24,100,4.25,15,8,21
12,24,100,6.125,46,9,64
12,24,100,3.958333,7,12,10
12,24,100,4.708333,13,9,19
12,24,100,3.833333,11,21,16
12,24,100,2.75,3,0,4
12,24,100,2.166667,3,10,4
12,12,50,2.083333,3,5,4
12,14,58,2.357143,5,1,7
12,21,88,2.809524,11,13,16
12,24,100,4.291667,15,17,21
12,24,100,3.416667,6,7,9
12,24,100,3.083333,6,4,9
12,24,100,3.458333,7,1,10
12,24,100,3.166667,13,7,19
12,23,96,2.434783,5,12,7
12,24,100,3.375,9,3,13
12,24,100,5,17,19,24
12,24,100,3.583333,11,11,16
12,24,100,2.708333,4,7,6
12,24,100,4.041667,9,9,13
12,24,100,4.166667,10,17,14
12,24,100,4.625,13,20,19
12,24,100,5.083333,13,21,19
12,24,100,3.041667,5,9,7
12,24,100,3.375,5,8,7
12,24,100,2.208333,4,7,6
12,6,25,1.833333,2,0,3
12,5,21,3,4,19,6
12,24,100,4.583333,20,20,29
12,24,100,3.5,8,20,11
12,24,100,4.041667,9,8,13
12,24,100,4.208333,14,22,20
12,24,100,7.333333,25,20,36
12,24,100,8.875,23,6,33
12,24,100,2.916667,9,8,13
12,24,100,3.125,7,7,10
12,24,100,3.625,8,22,11
12,24,100,3.875,8,9,11
12,24,100,6.416667,18,19,26
12,24,100,3.791667,5,8,7
12,24,100,6.125,18,17,26
12,24,100,3.333333,12,0,17
12,24,100,3.958333,11,9,16
12,24,100,7.166667,27,9,39
12,24,100,3.5,5,1,7
12,22,92,3.181818,7,18,10
12,24,100,4.083333,19,9,27
12,24,100,3.166667,7,22,10
12,24,100,3.875,12,17,17
12,24,100,3.75,9,19,13
12,24,100,3.125,6,10,9
12,24,100,3.333333,8,9,11
12,22,92,3.727273,7,16,10
12,24,100,4.833333,16,9,23
12,24,100,3.833333,10,10,14
12,24,100,3.625,7,10,10
12,24,100,4.625,11,13,16
12,24,100,2.833333,6,9,9
12,24,100,2.916667,5,8,7
12,24,100,3.083333,7,7,10
12,24,100,3.791667,6,1,9
12,24,100,4.833333,12,17,17
12,24,100,3.5,7,1,10
12,24,100,3.625,6,12,9
12,24,100,3.458333,6,20,9
12,24,100,3.291667,4,1,6
12,22,92,2.409091,6,9,9
12,24,100,2.416667,12,6,17
12,24,100,2.75,13,20,19
12,24,100,1.916667,8,9,11
12,24,100,2.375,14,3,20
12,24,100,2,9,18,13
12,24,100,2.125,8,14,11
12,24,100,1.833333,5,11,7
12,24,100,2.75,14,21,20
12,24,100,2.25,7,10,10
12,24,100,2.208333,8,10,11
12,24,100,1.916667,5,2,7
12,24,100,2,6,9,9
12,24,100,2.333333,7,10,10
12,24,100,2.166667,6,10,9
12,24,100,2.291667,7,20,10
12,24,100,1.333333,3,5,4
12,24,100,2.625,9,13,13
12,24,100,1.458333,5,9,7
12,24,100,2.5,11,1,16
12,24,100,1.625,11,10,16
12,24,100,2.25,7,9,10
12,24,100,2.583333,12,1,17
12,24,100,2.583333,8,10,11
12,24,100,2.375,4,9,6
12,24,100,3.708333,11,13,16
12,24,100,3.791667,20,11,29
12,24,100,2.083333,7,10,10
12,24,100,1.625,8,1,11
12,24,100,1.708333,3,15,4
12,24,100,2.5,5,8,7
12,24,100,5.916667,21,19,30
12,24,100,1.5,6,22,9
12,24,100,2,3,0,4
12,24,100,2.708333,17,22,24
12,24,100,2.958333,7,17,10
12,24,100,2.708333,7,21,10
12,24,100,5.458333,16,9,23
12,24,100,2.333333,11,5,16
12,24,100,2.291667,6,9,9
12,24,100,2.333333,6,10,9
12,24,100,2.458333,6,6,9
12,24,100,2.708333,13,9,19
12,24,100,2.125,10,8,14
12,24,100,2.458333,10,13,14
12,24,100,1.666667,3,9,4
12,24,100,1.666667,3,7,4
12,24,100,1.708333,3,0,4
12,24,100,3.875,13,22,19
12,24,100,4.375,13,9,19
12,7,29,4.428571,8,6,11
12,14,58,3.357143,13,23,19
12,24,100,1.708333,7,8,10
12,8,100,2.8875,4.3,2,
12,8,100,3.75,5,8,
12,8,100,3.1875,5,11,
12,8,100,3.375,4.6,11,
12,8,100,4.2125,7.3,20,
12,8,100,4.4125,8,11,
12,7,88,3.742857,5.3,11,
12,8,100,3.8875,7.6,11,
12,8,100,3.1,6,23,
12,8,100,2.6875,4.6,2,
12,8,100,3.6,6.3,11,
12,8,100,4.85,6.3,23,
12,8,100,5.3875,15.6,14,
12,8,100,4.425,6.6,11,
12,8,100,3.675,5.6,11,
12,8,100,3.625,5.6,20,
12,8,100,4.1375,8.6,11,
12,8,100,4.9875,11,23,
12,8,100,3.975,12.3,11,
12,8,100,4.5875,7,14,
12,8,100,5.55,9.3,23,
12,8,100,5.475,8.6,2,
12,8,100,4.1,6,8,
12,8,100,5.175,13,17,
12,8,100,3.0125,5,8,
12,8,100,3.5875,7,5,
12,8,100,3.3375,7,5,
12,8,100,3.825,6.6,8,
12,8,100,3.6,8,11,
12,8,100,4.575,13,11,
12,8,100,2.9875,3.3,11,
12,8,100,3.6,4.6,14,
12,8,100,3.475,6.3,14,
12,8,100,3.3,5.6,17,
12,8,100,4.525,10,11,
12,8,100,3.625,8.3,2,
12,8,100,3.3875,6,2,
12,8,100,2.2875,4,2,
12,8,100,3.225,5.3,20,
12,8,100,5.05,11.6,17,
12,8,100,4.2625,8.3,11,
12,8,100,4.325,8.6,20,
12,8,100,5.3125,14,23,
12,8,100,4.85,9,2,
12,8,100,3.675,6,2,
12,8,100,3.0125,7.3,8,
12,8,100,3.8375,6.6,14,
12,8,100,4.125,8.6,11,
12,8,100,4.5875,5.6,11,
12,8,100,6.2125,11,17,
12,8,100,6.475,9.3,11,
12,8,100,4,6.3,11,
12,8,100,2.8,3.6,17,
12,8,100,3.8,8.3,20,
12,8,100,2.275,3,11,
12,8,100,3.85,6.3,17,
12,8,100,3.2875,5.6,8,
12,8,100,2.725,3.3,5,
12,8,100,2.925,3.6,11,
12,8,100,3.55,6.3,20,
12,8,100,4.3,9,20,
12,8,100,2.75,3.3,11,
12,7,88,2.671429,3.6,11,
12,8,100,3.425,5.6,20,
12,8,100,3.5125,5.6,2,
12,8,100,2.675,4,11,
12,8,100,5.85,15,8,
12,8,100,3.0375,4.3,8,
12,8,100,5.05,10.6,14,
12,8,100,4.85,15.3,2,
12,8,100,3.65,6.3,11,
12,8,100,5.9375,10.6,14,
12,8,100,4.3125,9.3,20,
12,8,100,3.475,10,5,
12,8,100,3.3,8.3,14,
12,8,100,2.9375,4.3,14,
12,8,100,2.7625,3.6,14,
12,8,100,3.05,3.6,14,
12,8,100,3.975,8,11,
12,8,100,2.7,7,23,
12,8,100,3.275,6,11,
12,8,100,3,4,11,
12,8,100,2.9125,3,2,
12,8,100,2.9,4,20,
12,8,100,3.975,8.3,23,
12,8,100,2.925,6.6,23,
12,8,100,4.6875,10.3,2,
12,8,100,3.1875,5.6,8,
12,8,100,2.275,3.3,23,
12,8,100,3.775,6.6,14,
12,8,100,5.1375,17.3,23,
12,8,100,3.125,6,17,
12,8,100,3.2,4.3,11,
12,8,100,3.9875,6,11,
12,7,88,3.228571,4,8,
12,8,100,3.8,7.6,20,
12,8,100,4.225,6,8,
12,4,50,5.975,10.3,20,
12,8,100,3.3125,8,11,
12,8,100,4.1375,14.3,20,
12,8,100,3.1375,6,20,
12,8,100,3.775,10,11,
12,8,100,4.8875,13,17,
12,8,100,3.6,8.6,5,
12,8,100,2.4875,3,11,
12,8,100,3.1125,4,2,
12,8,100,3.5125,6,11,
12,8,100,2.325,4,8,
12,8,100,2.825,7.3,8,
12,8,100,2.475,3.6,2,
12,8,100,3.3125,4.6,11,
